0,0
0.82,0.9
-0.2,1.43
-1.15,0.24
0,-1.3
2.14,0.1
1.96,2.96
1,9.05
1.62,10.3
2.7,10.2
3.33,9.06
2.6,8.2
-0.36,7.1
-1.75,5.5
-1.43,3.55
0.03,2.33
2.58,1.87
4.06,2.7
4.8,3.74
4.3,5.18
2.9,6.23
1.37,5.8
0.4,5.06
0.56,3.46
